"";"raster_id";"shape_index";"FWIclass";"julday";"per_fc";"yearf";"feco";"fgener";"fresp";"area";"perimeter";"ftype"
"259";"RED84_2011_1823_rbr";10,33799625;"High";191;94,3725202234654;2011;"Lake St. Joseph";"LTG";"FUL";453592169,2;880702,3102;"IFR"
"260";"SLK82_2011_1824_rbr";3,090986732;"High";190;94,5390433494567;2011;"Big Trout Lake";"LTG";"MON";64343118,12;99176,3644;"IFR"
"261";"THU33_2011_1829_rbr";1,898023058;"Low";158;95,9245283018868;2011;"Lake Nipigon";"LTG";"FUL";1085768,773;7910,977497;"IFR"
"262";"THU22_2011_1831_rbr";3,121455484;"High";139;84,7228177641655;2011;"Lake Nipigon";"RWY";"FUL";13144436,19;45267,66761;"IFR"
"263";"KEN27_2011_1832_rbr";1,784945551;"Low";190;96,6597077244259;2011;"Lake Wabigoon";"LTG";"FUL";402232,0087;4528,175784;"IFR"
"264";"NIP66_2011_1835_rbr";3,301163232;"High";206;98,9224137931035;2011;"Lake Nipigon";"LTG";"FUL";1188983,827;14398,4242;"IFR"
"265";"KEN103_2012_1853_rbr";1,583013781;"Low";251;96,4625850340136;2012;"Lake Wabigoon";"LTG";"MON";623777,7988;5001,032117;"IFR"
"266";"RED31_2013_1862_rbr";2,899232343;"High";183;97,7148308294105;2013;"Lake Wabigoon";"LTG";"FUL";179679783,1;155450,6777;"IFR"
"267";"RED32_2013_1865_rbr";1,441145201;"High";183;97,0161399701614;2013;"Lake Wabigoon";"LTG";"MON";26469556,59;29657,94561;"IFR"
"268";"THU16_2013_1877_rbr";1,279607529;"High";158;65,6926406926407;2013;"Lake Nipigon";"RWY";"FUL";755237,1516;4448,140032;"IFR"
"269";"RED24_2013_1892_rbr";1,919593037;"Low";183;99,8615725359911;2013;"Lake St. Joseph";"LTG";"MOD";2993595,432;13285,12701;"IFR"
"270";"RED39_2012_1901_rbr";0,88629174;"Extreme";194;100;2012;"Lake St. Joseph";"IDF";"FUL";644000,4457;2844,983666;"IFR"
"271";"KEN36_2012_1917_rbr";1,775801892;"High";136;84,5935593701234;2012;"Lake Wabigoon";"LTG";"FUL";5829378,048;17150,05891;"IFR"
"272";"NIP32_2012_1929_rbr";1,029424913;"Extreme";193;65,9359190556492;2012;"Big Trout Lake";"LTG";"FUL";481282,6218;2856,635021;"IFR"
"273";"SLK105_2012_1931_rbr";1,414340311;"Low";219;99,6632996632997;2012;"Lake Wabigoon";"LTG";"MOD";520443,1371;4081,319122;"IFR"
"274";"RED124_2011_1958_rbr";2,738156843;"High";201;96,8950599631277;2011;"Lake Wabigoon";"LTG";"FUL";291776131,6;187086,8202;"IFR"
"275";"KEN28_2015_1959_rbr";1,801100572;"High";143;71,4805825242718;2015;"Lake Wabigoon";"INC";"FUL";1767509,975;9578,089528;"IFR"
"276";"RED10_2015_1960_rbr";2,083857431;"Extreme";146;98,7219966922267;2015;"Lake St. Joseph";"LTG";"FUL";6681483,747;21545,8907;"IFR"
"277";"KEN5_2015_1971_rbr";3,147980324;"Extreme";105;66,1016949152542;2015;"Lake Wabigoon";"INC";"FUL";2600350,607;20305,23194;"IFR"
"278";"RED11_2015_1986_rbr";2,020257615;"Extreme";146;98,902706656913;2015;"Lake Wabigoon";"LTG";"MON";1444080,179;9710,965188;"IFR"
"279";"RED50_2015_1999_rbr";2,04487124;"Moderate";191;94,8535936113576;2015;"Lake Wabigoon";"LTG";"FUL";1179612,078;8883,734353;"IFR"
"280";"THU19_2016_2001_rbr";3,199213102;"Extreme";143;97,1328408664079;2016;"Lake Nipigon";"LTG";"FUL";8668204,729;37676,25617;"IFR"
"281";"NIP12_2016_2003_rbr";1,629101486;"Extreme";144;70,4973624717408;2016;"Lake Nipigon";"MIS";"FUL";2852245,629;11005,29258;"IFR"
"282";"RED3_2016_2005_rbr";6,319424297;"High";126;91,2334015618612;2016;"Lake Wabigoon";"LTG";"FUL";866910746,6;744260,0372;"IFR"
"283";"KEN18_2016_2014_rbr";2,103038418;"Moderate";126;93,8605500399406;2016;"Lake Wabigoon";"RWY";"FUL";19292573,47;36948,96514;"IFR"
"284";"RED4_2014_2019_rbr";1,174388962;"High";155;95,2545297670405;2014;"Lake Wabigoon";"REC";"FUL";920867,3976;4507,860841;"IFR"
"285";"NIP32_2017_2024_rbr";2,064658567;"Extreme";210;81,7606079797341;2017;"Big Trout Lake";"LTG";"MON";1643960,27;10588,97426;"IFR"
"286";"RED110_2018_2030_rbr";1,858199898;"Moderate";199;100;2018;"Lake St. Joseph";"IDF";"FUL";1080085,256;7724,6968;"IFR"
"287";"KEN71_2018_2063_rbr";3,752423766;"High";195;95,9743618576408;2018;"Lake Wabigoon";"LTG";"FUL";105735123;154341,0699;"IFR"
"288";"NIP10_2018_2066_rbr";1,878315875;"High";164;95,4478707782673;2018;"Big Trout Lake";"LTG";"FUL";695431,6321;6265,501537;"IFR"
"289";"NIP99_2017_2094_rbr";1,192276374;"Extreme";219;64,6975520938701;2017;"Lake Nipigon";"LTG";"FUL";5431692,267;11114,87308;"IFR"
"290";"SLK117_2018_2117_rbr";2,792299611;"Moderate";193;99,3524888709025;2018;"Lake Nipigon";"LTG";"FUL";5143303,581;25330,46059;"IFR"
"291";"SLK162_2018_2133_rbr";1,489807128;"Low";249;89,0027322404372;2018;"Lake St. Joseph";"LTG";"MON";1519892,261;7346,76995;"IFR"
"292";"SLK113_2018_2135_rbr";1,462315223;"High";222;99,9400479616307;2018;"Lake Wabigoon";"LTG";"MON";1790856,298;7827,649335;"IFR"
"293";"KEN77_2018_2140_rbr";1,424585285;"Extreme";195;99,4745484400657;2018;"Lake Wabigoon";"LTG";"FUL";3196921,323;10188,59782;"IFR"
"294";"RED70_2018_2149_rbr";6,104038744;"High";194;84,3246438719274;2018;"Lake St. Joseph";"LTG";"MON";56139007,21;182940,4053;"IFR"
"295";"RED60_2018_2150_rbr";1,364015425;"High";179;96,9875091844233;2018;"Lake St. Joseph";"LTG";"FUL";1388100,154;6428,204348;"IFR"
"296";"RED115_2018_2156_rbr";1,773101194;"Extreme";196;45,2928870292887;2018;"Lake St. Joseph";"LTG";"FUL";956695,2094;6937,13767;"IFR"
"297";"THU4_2020_2161_rbr";5,983712164;"Moderate";134;86,8504772004241;2020;"Lake Nipigon";"MIS";"FUL";1103050,559;25137,86533;"IFR"
"298";"FOR2_2019_2166_rbr";2,716939537;"High";131;66,6666666666666;2019;"Lake Wabigoon";"REC";"FUL";463702,363;7400,475403;"IFR"
"299";"RED45_2019_2169_rbr";4,533095394;"Extreme";181;95,5716108478874;2019;"Lake Wabigoon";"LTG";"MON";401950227,5;363530,6133;"IFR"
"300";"RED38_2019_2171_rbr";2,149351653;"Extreme";181;98,0053191489362;2019;"Lake St. Joseph";"LTG";"FUL";12129642,13;29942,73461;"IFR"
"301";"RED39_2019_2172_rbr";4,420564129;"Extreme";181;93,7226267092904;2019;"Lake St. Joseph";"LTG";"FUL";463592378,2;380720,1213;"IFR"
"302";"RED14_2019_2176_rbr";2,682818979;"High";149;98,3936705825941;2019;"Lake St. Joseph";"RES";"FUL";38014054,46;66164,25969;"IFR"
"303";"RED40_2019_2177_rbr";5,593991403;"Extreme";176;91,6418366308073;2019;"Lake St. Joseph";"LTG";"FUL";311244433,8;394759,4931;"IFR"
"304";"RED17_2019_2178_rbr";3,812378931;"High";157;91,1786952410967;2019;"Lake St. Joseph";"IDF";"FUL";67519848,66;125305,9756;"IFR"
"305";"RED37_2019_2185_rbr";2,015862456;"Extreme";181;83,3333333333334;2019;"Lake St. Joseph";"LTG";"FUL";385462,0646;5006,240502;"IFR"
"306";"SLK22_2019_2187_rbr";1,493958063;"Moderate";184;95,807453416149;2019;"Lake Nipigon";"LTG";"FUL";676801,6569;4916,195043;"IFR"
"307";"RED75_2019_2192_rbr";2,353737035;"Moderate";235;100;2019;"Lake Wabigoon";"IDF";"FUL";442776,18;6264,841051;"IFR"
"308";"RED12_2020_2194_rbr";1,667027958;"Low";169;99,731182795699;2020;"Lake St. Joseph";"LTG";"FUL";391647,3392;4173,01999;"IFR"
"309";"RED8_2020_2198_rbr";1,312973955;"High";168;96,9162995594714;2020;"Lake St. Joseph";"LTG";"FUL";688869,4655;4358,976923;"IFR"
"310";"NIP45_2020_2208_rbr";4,032638412;"High";222;90,8505392912172;2020;"Big Trout Lake";"LTG";"FUL";67772371,08;132793,1319;"IFR"
"311";"RED49_2020_2210_rbr";2,234049775;"Extreme";223;96,3711963711964;2020;"Lake Wabigoon";"IDO";"FUL";5496133,424;20949,87664;"IFR"
